"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @neha_aks: TN Congress chief used a vulgar remark linking TN CM Jayalalitha and PM Modi https://t.co/H6ghFDFHBe",FALSE,0,NA,2016-07-20 19:40:15,FALSE,NA,"755849821605421057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mallickamit85",31,TRUE,FALSE,NA,NA
"2","RT @Atheist_Krishna: It is understandable that you hate Modi, but how on earth can any sane minded person support Kejriwal.",FALSE,0,NA,2016-07-20 19:40:10,FALSE,NA,"755849802542264320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tyrionlanistr9",127,TRUE,FALSE,NA,NA
"3","yep I do everything wrong",FALSE,0,NA,2016-07-20 19:40:00,FALSE,NA,"755849761148669953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","modi__sun",1,FALSE,FALSE,NA,NA
"4","RT @neha_aks: Seasoned Congress leader &amp; ex-union minister Ghulam Nabi Azad uses casteist slur against Modi,calls him ""Gangu Teli"" https://…",FALSE,0,NA,2016-07-20 19:39:59,FALSE,NA,"755849754911707136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaili_prad",35,TRUE,FALSE,NA,NA
"5","Well on a serious note napping should not b a national debate topic.... political personalities are humans not super humans... b it MODI or",FALSE,0,NA,2016-07-20 19:39:59,FALSE,NA,"755849754001539072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","udditsadhh",0,FALSE,FALSE,NA,NA
"6","RT @neha_aks: Suave Cong leader Mani Shankar Aiyar declares Modi is a snake, scorpion &amp; a dirty man https://t.co/weGZRRc4XA",FALSE,0,NA,2016-07-20 19:39:42,FALSE,NA,"755849685483401216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaili_prad",24,TRUE,FALSE,NA,NA
"7","RT @neha_aks: Congress leader Arjun Modhwala comments on Modi's personal life (targeted abuse) and calls him failed husband https://t.co/K5…",FALSE,0,NA,2016-07-20 19:39:37,FALSE,NA,"755849662951743488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaili_prad",28,TRUE,FALSE,NA,NA
"8","RT @jaiprakashshah2: Narendra Modi is 2nd most followed leader on LinkedIn with 1.6 million followers
https://t.co/MDOS8QWDlK

 NM App http…",FALSE,0,NA,2016-07-20 19:39:36,FALSE,NA,"755849659365531648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nk_satyam6",34,TRUE,FALSE,NA,NA
"9","RT @INCIndia: INC frontal organisations @nsui @IYC protest against price rise under the Modi Govt. #SansadGherao https://t.co/oSNCE1JsBE",FALSE,0,NA,2016-07-20 19:39:27,FALSE,NA,"755849621696499712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SambitSrichand1",407,TRUE,FALSE,NA,NA
"10","RT @DaaruBaazMehta: Modi Govt 'paying' newspapers to carry Minister's interviews

RTI Exposes rampant misuse of Funds for 'Paid News' https…",FALSE,0,NA,2016-07-20 19:39:23,FALSE,NA,"755849606957785090",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fight_For_India",151,TRUE,FALSE,NA,NA
"11","RT Kanahaiya25: Google lists PM Modi in ‘top criminals’, gets court notice
https://t.co/QliYiGvzJ7",FALSE,0,NA,2016-07-20 19:39:17,FALSE,NA,"755849579564822528",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","GathKari320",0,FALSE,FALSE,NA,NA
"12","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:39:09,FALSE,NA,"755849547515961344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saurav_sauravk",1265,TRUE,FALSE,NA,NA
"13","RT @neha_aks: TN Congress chief used a vulgar remark linking TN CM Jayalalitha and PM Modi https://t.co/H6ghFDFHBe",FALSE,0,NA,2016-07-20 19:39:00,FALSE,NA,"755849508626370560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",31,TRUE,FALSE,NA,NA
"14","RT @kaushkrahul: How I wish BJP did this when Youth Cong Pres called Smritiji 'Modi ki Rani' or Nirupam called her Nachne wali. https://t.c…",FALSE,0,NA,2016-07-20 19:39:00,FALSE,NA,"755849506583748610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abhishek_UP_",8,TRUE,FALSE,NA,NA
"15","RT @neha_aks: Congress leader Arjun Modhwala comments on Modi's personal life (targeted abuse) and calls him failed husband https://t.co/K5…",FALSE,0,NA,2016-07-20 19:38:58,FALSE,NA,"755849498664972288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",28,TRUE,FALSE,NA,NA
"16","RT @neha_aks: Congress leader Arjun Modhwala comments on Modi's personal life (targeted abuse) and calls him failed husband https://t.co/K5…",FALSE,0,NA,2016-07-20 19:38:57,FALSE,NA,"755849495452221440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhanusat",28,TRUE,FALSE,NA,NA
"17","RT @neha_aks: Seasoned Congress leader &amp; ex-union minister Ghulam Nabi Azad uses casteist slur against Modi,calls him ""Gangu Teli"" https://…",FALSE,0,NA,2016-07-20 19:38:51,FALSE,NA,"755849471364243456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PiyushPrusty",35,TRUE,FALSE,NA,NA
"18","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:38:48,FALSE,NA,"755849458345140224",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","chhuramaardunga",1265,TRUE,FALSE,NA,NA
"19","PM Narendra Modi at 11th Inter State Council Meet  https://t.co/8AK5MFNBFP

via NMApp https://t.co/Ic41qujZkH",FALSE,0,NA,2016-07-20 19:38:48,FALSE,NA,"755849457707589632",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","guptaak1960",0,FALSE,FALSE,NA,NA
"20","RT @neha_aks: Suave Cong leader Mani Shankar Aiyar declares Modi is a snake, scorpion &amp; a dirty man https://t.co/weGZRRc4XA",FALSE,0,NA,2016-07-20 19:38:46,FALSE,NA,"755849448740139008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhanusat",24,TRUE,FALSE,NA,NA
"21","RT @unknown_indian: When Priyanka said ""Neech Rajneeti"" it became an attack on Modi's caste, BJP is getting a dose of its own medicine http…",FALSE,0,NA,2016-07-20 19:38:46,FALSE,NA,"755849448673021952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rsrajat365",7,TRUE,FALSE,NA,NA
"22","RT @neha_aks: Congress MP uses a casteist slur (Soma Ganda) against OBC Narendra Modi who is of Ghanchi caste https://t.co/NuHdSkaT3N",FALSE,0,NA,2016-07-20 19:38:36,FALSE,NA,"755849408462270464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PiyushPrusty",20,TRUE,FALSE,NA,NA
"23","RT @neha_aks: Smriti Irani illegitimate wife of Narendra Modi: Assam Cong leader hits a new low in Indian politics via @indiacom https://t.…",FALSE,0,NA,2016-07-20 19:38:29,FALSE,NA,"755849378456281088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hivinayn",242,TRUE,FALSE,NA,NA
"24","RT @neha_aks: Suave Cong leader Mani Shankar Aiyar declares Modi is a snake, scorpion &amp; a dirty man https://t.co/weGZRRc4XA",FALSE,0,NA,2016-07-20 19:38:27,FALSE,NA,"755849370214379521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",24,TRUE,FALSE,NA,NA
"25","RT @neha_aks: Congress MP uses a casteist slur (Soma Ganda) against OBC Narendra Modi who is of Ghanchi caste https://t.co/NuHdSkaT3N",FALSE,0,NA,2016-07-20 19:38:25,FALSE,NA,"755849363671293952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",20,TRUE,FALSE,NA,NA
"26","RT @neha_aks: Another suave Congress leader, IITian Jairam Ramesh calls Modi, ""Bhasmasur"" https://t.co/E1TJfqZaTk",FALSE,0,NA,2016-07-20 19:38:25,FALSE,NA,"755849361922330624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",24,TRUE,FALSE,NA,NA
"27","RT @neha_aks: Seasoned Congress leader &amp; ex-union minister Ghulam Nabi Azad uses casteist slur against Modi,calls him ""Gangu Teli"" https://…",FALSE,0,NA,2016-07-20 19:38:19,FALSE,NA,"755849336748027904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",35,TRUE,FALSE,NA,NA
"28","RT @neha_aks: Congress MP uses a casteist slur (Soma Ganda) against OBC Narendra Modi who is of Ghanchi caste https://t.co/NuHdSkaT3N",FALSE,0,NA,2016-07-20 19:38:15,FALSE,NA,"755849320054697984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","failedengineer1",20,TRUE,FALSE,NA,NA
"29","RT @neha_aks: Beni Prasad Verma of Cong calls Modi a ""RSS goon"" and Rajnath Singh his ""slave"" https://t.co/rfIR1bkDWs",FALSE,0,NA,2016-07-20 19:38:14,FALSE,NA,"755849317588488193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",13,TRUE,FALSE,NA,NA
"30","RT @AnkitLal: My article in @DailyO_ exposing Modi ji's Thailand connection.

Why Thailand tweets regularly on BJP hashtags!

https://t.co/…",FALSE,0,NA,2016-07-20 19:38:14,FALSE,NA,"755849316095389696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shiyadshah",729,TRUE,FALSE,NA,NA
"31","RT @neha_aks: Beni Prasad Verma, senior Cong leader &amp; ex-Union minister calls Modi an ""animal who needs to be controlled w a whip"" https://…",FALSE,0,NA,2016-07-20 19:38:14,FALSE,NA,"755849315021492224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",18,TRUE,FALSE,NA,NA
"32","RT @srithh: Still so many villages in Gujarat don’t have 24hr electricity

Entire people of India are being fooled by Liar modi gimmicks
#U…",FALSE,0,NA,2016-07-20 19:38:08,FALSE,NA,"755849290447151105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivamani4u",4,TRUE,FALSE,NA,NA
"33","RT @neha_aks: Smriti Irani illegitimate wife of Narendra Modi: Assam Cong leader hits a new low in Indian politics via @indiacom https://t.…",FALSE,0,NA,2016-07-20 19:38:08,FALSE,NA,"755849289499287552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaili_prad",242,TRUE,FALSE,NA,NA
"34","RT @neha_aks: Veteran Kerala CPI(M) leader VS Achuthanandan calls Narendra Modi a “slaughterer” 

https://t.co/36JRyhqaUw",FALSE,0,NA,2016-07-20 19:38:01,FALSE,NA,"755849260269133825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",17,TRUE,FALSE,NA,NA
"35","RT @srithh: under arrogant Liar Modi
Gujarat’s debt increased from Rs 36 crore to 3 lakh-crore
BUT
he puts cap on Borrowing Limit of Andhra…",FALSE,0,NA,2016-07-20 19:37:59,FALSE,NA,"755849251326799872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shivamani4u",5,TRUE,FALSE,NA,NA
"36","RT @neha_aks: Seasoned Congress leader &amp; ex-union minister Ghulam Nabi Azad uses casteist slur against Modi,calls him ""Gangu Teli"" https://…",FALSE,0,NA,2016-07-20 19:37:55,FALSE,NA,"755849236575465473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","failedengineer1",35,TRUE,FALSE,NA,NA
"37","RT @neha_aks: Smriti Irani illegitimate wife of Narendra Modi: Assam Cong leader hits a new low in Indian politics via @indiacom https://t.…",FALSE,0,NA,2016-07-20 19:37:47,FALSE,NA,"755849200781316096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neerajrayal1402",242,TRUE,FALSE,NA,NA
"38","Google lists PM Modi in ‘top criminals’, gets court notice https://t.co/9PRUeYfJwB via @timesofindia @cnni #Gujarat 2002 Massacre",FALSE,0,NA,2016-07-20 19:37:27,FALSE,NA,"755849119927787521",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Muslims24",0,FALSE,FALSE,NA,NA
"39","Arnab wasting 45 minutes on Rahul nap of 2 minutes has nothing to discuss than such trivial matters will he discuss Modi nap nothing better",FALSE,0,NA,2016-07-20 19:37:26,FALSE,NA,"755849115590852608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goswamimukesh5",0,FALSE,FALSE,NA,NA
"40","RT @fazlurchoudhary: Here are the details Modi's Flight &amp; Travel Expenses:- https://t.co/wBYICWSchL",FALSE,0,NA,2016-07-20 19:37:24,FALSE,NA,"755849107839840256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Diggi840",32,TRUE,FALSE,NA,NA
"41","RT @shoukatabbasi8: PPP candidates are in Field &amp; with every worker &amp; Voter to Defeat #Modi's Friend
#<U+0645><U+0648><U+062F><U+06CC>_<U+06A9><U+06D2>_<U+06CC><U+0627><U+0631>_<U+06A9><U+0648>_<U+0627><U+06CC><U+06A9>_<U+062F><U+06BE><U+06A9><U+0627>_<U+0627><U+0648><U+0631>_<U+062F><U+0648> https:…",FALSE,0,NA,2016-07-20 19:37:18,FALSE,NA,"755849079821889536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shahrukhMugha18",5,TRUE,FALSE,NA,NA
"42","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:37:16,FALSE,NA,"755849072561577984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhinavkumar89",1265,TRUE,FALSE,NA,NA
"43","RT @PandeyShivya: He was NOT sleeping. Modi gave him nind ki dava in his Bournvita. Sab Modi ji ki chaal hai
#SleepingBeautyRahul https://t…",FALSE,0,NA,2016-07-20 19:37:11,FALSE,NA,"755849053456494592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehtabinoy31",76,TRUE,FALSE,NA,NA
"44","Read the full thread &amp; you'd realise how intolerant Modi Government is. https://t.co/cfyXi3vNRi",FALSE,0,NA,2016-07-20 19:37:10,FALSE,NA,"755849048754491392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vmurarka",0,FALSE,FALSE,NA,NA
"45","RT @dhume: By unreasonably blocking GST, Congress is holding ""back the nation at a time when the global economy is sputtering."" https://t.c…",FALSE,0,NA,2016-07-20 19:37:05,FALSE,NA,"755849026944184320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","idsameer",110,TRUE,FALSE,NA,NA
"46","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:37:03,FALSE,NA,"755849017506934784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mastikapaath",1265,TRUE,FALSE,NA,NA
"47","RT @Bharattdesai: @nanditathhakur u asking tharki @tehseenp ? Check https://t.co/bdUfgPWUvl tweet hs wife @mvadera sent abt Smriti Ji &amp; Mod…",FALSE,0,NA,2016-07-20 19:37:01,FALSE,NA,"755849010817236992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","69bpl69",4,TRUE,FALSE,NA,NA
"48","PM Modi, Donald Trump Very Practical Guys: Former US Speaker https://t.co/upOcxCqNx6",FALSE,0,NA,2016-07-20 19:36:54,FALSE,NA,"755848979187896320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nklamba46",0,FALSE,FALSE,NA,NA
"49","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:36:53,FALSE,NA,"755848976793006080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rrageshnair",1265,TRUE,FALSE,NA,NA
"50","RT @Abhina_Prakash: Faculty member told ABVP guy-'Modi will notB thr always...ru getting it what am I saying?' Left Students activists R op…",FALSE,0,NA,2016-07-20 19:36:36,FALSE,NA,"755848906504859648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","innuendum",860,TRUE,FALSE,NA,NA
"51","RT @WithCongress: Modi ji's Inflation has become a bane for not just the common man, but also the Industry. #SansadGherao  https://t.co/qVh…",FALSE,0,NA,2016-07-20 19:36:31,FALSE,NA,"755848882442108928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v_palestine",179,TRUE,FALSE,NA,NA
"52","RT @Burkha_Dutt: Modi sleeps for 4hrs daily nothing happens. Rahul ji slept for a minute every1 loses their mind #ThinkLikeBarkha #Sleeping…",FALSE,0,NA,2016-07-20 19:36:24,FALSE,NA,"755848853543198720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reeahsengupta",15,TRUE,FALSE,NA,NA
"53","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:36:22,FALSE,NA,"755848847096619008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","priyapantchimu",1265,TRUE,FALSE,NA,NA
"54","RT @neha_aks: TN Congress chief used a vulgar remark linking TN CM Jayalalitha and PM Modi https://t.co/H6ghFDFHBe",FALSE,0,NA,2016-07-20 19:36:21,FALSE,NA,"755848843363844096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sundarsoumya",31,TRUE,FALSE,NA,NA
"55","She is the man of Priyanka Gandhi and Rahul Gandhi she is excellent man the  family and Narendra Modi family is te https://t.co/d8uyDcrQZ2",FALSE,0,NA,2016-07-20 19:36:19,FALSE,NA,"755848832777277440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AridRegions",0,FALSE,FALSE,NA,NA
"56","RT @Kanahaiya25: Google lists PM Modi in ‘top criminals’, gets court notice
https://t.co/eS2ltbaqfP",FALSE,0,NA,2016-07-20 19:36:15,FALSE,NA,"755848815169540096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Myth_busterz",3,TRUE,FALSE,NA,NA
"57","@mujibshami1 janab.NS have personal contact with modi",FALSE,0,"mujibshami1",2016-07-20 19:36:09,FALSE,"755845964649431040","755848791228420096","2886363931","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YousofKhan9",0,FALSE,FALSE,NA,NA
"58","RT @ArvindKejriwal: Manish, be prepared. Modi ji will either send CBI against u or declare that u did not have power to construct it https:…",FALSE,0,NA,2016-07-20 19:36:08,FALSE,NA,"755848786728001536",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","BikauMediashits",1265,TRUE,FALSE,NA,NA
"59","RT @dhume: By unreasonably blocking GST, Congress is holding ""back the nation at a time when the global economy is sputtering."" https://t.c…",FALSE,0,NA,2016-07-20 19:36:08,FALSE,NA,"755848785792688128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","narendramahajan",110,TRUE,FALSE,NA,NA
"60","Tight Slap To Modi Government: Arvind Kejriwal On Arunachal Pradesh Verdict https://t.co/0bUciBswlf",FALSE,0,NA,2016-07-20 19:36:04,FALSE,NA,"755848770173083648",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","iamsaqib87",0,FALSE,FALSE,NA,NA
"61","RT @bilalaslem: Modi ka asli yaar, censoring Kashmir related posts and accounts https://t.co/FTUdDUdlkp",FALSE,0,NA,2016-07-20 19:35:43,FALSE,NA,"755848681077735424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Djalvi80Alvi",7,TRUE,FALSE,NA,NA
"62","RT @waglenikhil: LPG Subsidy Savings A Fraction Of What Modi Has Been Claiming: Report https://t.co/Bg0HrakF1v",FALSE,0,NA,2016-07-20 19:35:32,FALSE,NA,"755848635825414144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aapnaresh",34,TRUE,FALSE,NA,NA
"63","@neha_aks @Moskvaa @ArvindKejriwal jawab de AK, why r u quite , u only see Modi , u r just Power hungry",FALSE,0,"neha_aks",2016-07-20 19:35:12,FALSE,"755792919899111424","755848553541595136","69539409","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mkv19760625",0,FALSE,FALSE,NA,NA
"64","RT @Atheist_Krishna: It is understandable that you hate Modi, but how on earth can any sane minded person support Kejriwal.",FALSE,0,NA,2016-07-20 19:34:59,FALSE,NA,"755848497375563776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sachinjos",127,TRUE,FALSE,NA,NA
"65","RT @TrolModi: Dear Modi ji, I never thought that u will play such a dirty politics over our Gau Maa.
What the hell r u doing sir? https://t…",FALSE,0,NA,2016-07-20 19:34:58,FALSE,NA,"755848493084905472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mastikapaath",9,TRUE,FALSE,NA,NA
"66","RT @neha_aks: Smriti Irani illegitimate wife of Narendra Modi: Assam Cong leader hits a new low in Indian politics via @indiacom https://t.…",FALSE,0,NA,2016-07-20 19:34:43,FALSE,NA,"755848431692816384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pliersnwires",242,TRUE,FALSE,NA,NA
"67","@manakgupta can Congress do the same to Imran Mashud who scolded Modi &amp; threatened to do Boti Boti, but he was rewarded by VP post in UP",FALSE,0,"manakgupta",2016-07-20 19:34:28,FALSE,"755841405776302080","755848366815272961","202772126","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhijeetkum",0,FALSE,FALSE,NA,NA
"68","RT @DaaruBaazMehta: Modi Govt 'paying' newspapers to carry Minister's interviews

RTI Exposes rampant misuse of Funds for 'Paid News' https…",FALSE,0,NA,2016-07-20 19:34:24,FALSE,NA,"755848350046400513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrCHOWDHRY",151,TRUE,FALSE,NA,NA
"69","He inspired by sikhism religion how dare to oppose:Modi@Swamy39 @mkatju @sanjivbhatt @kavita_krishnan @sdpofindia https://t.co/yWmgSk17mM",FALSE,0,NA,2016-07-20 19:34:22,FALSE,NA,"755848343507513344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HussainNandyal",0,FALSE,FALSE,NA,NA
"70","RT @AMadumoole: Rahul just dozed off (even Modi does);
BJP MLAs watch porn in Assembly - if u have not forgotten.",FALSE,0,NA,2016-07-20 19:34:17,FALSE,NA,"755848323148283904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dil_Aawara",5,TRUE,FALSE,NA,NA
"71","RT @Jaggumaratha1: U r a blind Bhakt !! Modi went to Mexico !!Hugged president but outcome Mexico voted against india, same with Brazil htt…",FALSE,0,NA,2016-07-20 19:34:12,FALSE,NA,"755848298867597312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlAkBseth",1,TRUE,FALSE,NA,NA
"72","https://t.co/HSbUvZI7wp is against Modi for the same reason https://t.co/bqjOqfgETE",FALSE,0,NA,2016-07-20 19:34:08,FALSE,NA,"755848285584109568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksvenu247",0,FALSE,FALSE,NA,NA
"73","Modi government imposing narrow ideology, anchored in slick marketing: Sonia (Roundup): In a frontal attack o... https://t.co/ltIMX3khcN",FALSE,0,NA,2016-07-20 19:34:07,FALSE,NA,"755848280861384706",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","friendlyonlines",0,FALSE,FALSE,NA,NA
"74","India's improved real estate transparency? Top Chicago firm's ranking based on land law Modi wants to scuttle https://t.co/PNXyhZnFIK …",FALSE,0,NA,2016-07-20 19:34:03,FALSE,NA,"755848262209245185",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","RealEstIndustry",0,FALSE,FALSE,NA,NA
"75","RT @AleemUnar: U r sending Sarees to Modi's mother, &amp; they r sending Dead Bodies to Kashmiris
#NawazModiRomanceKillingKashmir https://t.co/…",FALSE,0,NA,2016-07-20 19:33:48,FALSE,NA,"755848201635237888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Siyasi_Tweet",13,TRUE,FALSE,NA,NA
"76","RT @Rahul_saffron: Modi ji sleeps 3-4 hours a day ! 
Exactly the number of hours you'll find PM candidate @OfficeOfRG &amp; ""Youth Icon"" awake…",FALSE,0,NA,2016-07-20 19:33:46,FALSE,NA,"755848192508334080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tusharmarghade",51,TRUE,FALSE,NA,NA
"77","RT @SeniorLeaderAAP: Arun Jaitley photo bombs Modi ji's speech...

..while sleeping! 

#LookClosely https://t.co/lSKqfUnD6G",FALSE,0,NA,2016-07-20 19:33:25,FALSE,NA,"755848105371717632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shiyadshah",96,TRUE,FALSE,NA,NA
"78","Sansad gareo against failure modi government https://t.co/MVuzfeCdO2",FALSE,1,NA,2016-07-20 19:33:13,FALSE,NA,"755848054641664000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdshamshads57",0,FALSE,FALSE,NA,NA
"79","RT @Babu_Bhaiyaa: AAP system-
-one minister tweets he did smthing
-2nd Congratulates him
-Kejriwal quotes the tweet of 2nd minitser &amp; abuse…",FALSE,0,NA,2016-07-20 19:33:11,FALSE,NA,"755848045049241600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jitendra_64",490,TRUE,FALSE,NA,NA
